Study area;Land cover class;1985;1990;1995;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
ebro;Built-up;3604194000;3945856500;4373800200;7324216200;7498032300;7659790200;7803585900;7833763800;8041045500;8133529500;8256109500;8312895000;8422617600;8464528800;8524315800;8553635100;8602912800;8650524600;8648879400;8621393400;8696727000;8698138200;8574526800;8570179800;8471773800;8265927600
crati;Built-up;3121628400;3314135700;3605548500;4844243700;4951277100;5012658900;5105954700;5044166100;5123753100;5146947000;5208561900;5232071700;5274272700;5254126200;5304709800;5320375200;5411694600;5414904000;5420025900;5475716100;5492549700;5527764000;5583560400;5517938700;5426530200;5329778400
tevere;Water;50604609600;50472381600;50627028600;50613541200;50612569200;50609803500;50613022800;50608075500;50621206500;50614689600;50615090100;50616853200;50624720100;50625461700;50620100400;50620716000;50616149400;50622525900;50621372100;50614205400;50617624500;50614523100;50625017100;50621065200;50618159100;50617418400
po;Water;80695627200;80296269300;80704098900;80527240800;80477089200;80629677900;80708684400;80862188400;81027162900;80923797000;80857037700;80799059700;80730975600;80874280800;80895253500;80729648100;80521696800;80532748800;80552914200;80534185200;80525246400;80481275100;80569312200;80609056200;80597327400;80617748400
ebro;Water;105799545000;105388499700;105957020700;105856886700;105845770800;105864933600;105851907000;105857671500;105808327200;105815630700;105854693400;105896929500;105931721700;105948693000;105978941100;105988541400;106023257100;106048324800;106009823700;105933232800;105932874600;105950384100;106062174900;106049030400;105984527400;105966679500
crati;Water;175352067900;174286446300;175378106700;175331708100;175334473800;175338016200;175346957700;175371415200;175375998000;175362651000;175354812900;175360165200;175367799000;175379672700;175366536300;175365477000;175362588900;175369501800;175367294100;175354621200;175358509200;175357440900;175368829500;175366274400;175368288600;175373255700
tevere;Ice/Snow;8647200;11313000;11975400;8523000;9573300;9743400;11255400;10027800;9513900;9772200;9882000;10366200;11453400;11269800;11171700;12544200;13005000;12762000;12998700;12513600;12405600;12516300;12737700;12762000;13113900;12817800
po;Ice/Snow;5053032000;5154389100;5147511300;5292246600;5400883800;4946861700;4594727700;4135009500;3921479100;4257070200;4324674600;4329733500;4486605300;4111209000;4274841600;5123248200;5787252900;5804811000;5787345600;5753248200;5781944700;5828897700;5793444000;5755334400;5656773600;5625607500
ebro;Ice/Snow;48557700;49662900;47748600;49282200;47700900;48450600;49820400;46930500;44995500;42156000;46339200;46750500;48801600;46868400;41684400;50370300;52005600;52024500;52000200;51824700;51636600;51759000;51888600;51940800;51427800;45999000
crati;Ice/Snow;64800;75600;79200;47700;44100;29700;35100;37800;45000;51300;69300;78300;72900;65700;58500;88200;95400;91800;90000;79200;68400;81900;87300;90900;92700;94500
