Point_ID,longitude,latitude,class_name,GE_observed_class
Point_155,14.415277777777789,41.42083333333335,Grassland,
Point_156,16.40416666666667,40.23194444444445,Grassland,
Point_157,16.90416666666667,39.10138888888889,Grassland,
Point_158,15.815277777777794,40.565277777777794,Grassland,
Point_159,16.73750000000001,39.54027777777779,Grassland,
Point_160,16.276388888888903,40.97083333333333,Grassland,
Point_161,14.309722222222234,41.793055555555554,Grassland,
Point_162,15.093055555555566,41.543055555555554,Grassland,
Point_163,15.109722222222217,38.04027777777779,Grassland,
Point_164,15.962500000000006,41.75694444444446,Grassland,
Point_165,15.456944444444446,40.85138888888889,Grassland,
Point_166,13.929166666666674,41.15972222222223,Grassland,
Point_167,13.956944444444446,41.6263888888889,Grassland,
Point_168,14.420833333333348,41.61527777777778,Grassland,
Point_169,16.087500000000006,41.09027777777777,Grassland,
Point_170,15.70972222222224,40.429166666666674,Grassland,
Point_171,14.040277777777789,41.8736111111111,Grassland,
Point_172,16.387500000000017,40.9986111111111,Grassland,
Point_173,15.451388888888886,40.729166666666686,Grassland,
Point_174,16.34027777777777,41.01527777777778,Grassland,
Point_175,14.734722222222217,41.456944444444446,Grassland,
Point_176,15.445833333333354,41.80138888888888,Grassland,
Point_177,14.345833333333331,41.50972222222222,Grassland,
Point_178,14.251388888888897,41.43194444444444,Grassland,
Point_179,13.265277777777783,38.07361111111112,Grassland,
Point_180,16.234722222222217,41.098611111111126,Grassland,
Point_181,16.60694444444445,40.945833333333326,Grassland,
Point_182,13.240277777777777,41.8736111111111,Grassland,
Point_183,13.748611111111131,41.59583333333333,Grassland,
Point_184,15.456944444444446,41.820833333333326,Grassland,
Point_185,13.218055555555566,38.12083333333334,Grassland,
Point_186,15.409722222222229,38.11805555555557,Grassland,
Point_187,15.462500000000006,40.40694444444446,Grassland,
Point_188,14.70972222222224,41.39583333333334,Grassland,
Point_189,13.934722222222234,41.4986111111111,Grassland,
Point_190,14.190277777777794,41.74305555555557,Grassland,
Point_191,15.865277777777777,39.92083333333335,Grassland,
Point_192,13.293055555555554,41.320833333333326,Grassland,
Point_193,16.259722222222223,39.848611111111126,Grassland,
Point_194,13.884722222222223,41.83472222222224,Grassland,
Point_195,16.706944444444446,41.081944444444446,Cropland,
Point_196,13.94305555555556,41.5625,Cropland,
Point_197,14.518055555555577,41.33472222222224,Cropland,
Point_198,15.493055555555571,41.62916666666666,Cropland,
Point_199,12.495833333333337,41.79027777777779,Cropland,
Point_200,15.809722222222234,40.72083333333333,Cropland,
Point_201,15.284722222222229,40.86527777777778,Cropland,
Point_202,16.679166666666674,40.19305555555556,Cropland,
Point_203,14.551388888888908,41.24305555555557,Cropland,
Point_204,16.776388888888903,39.53472222222223,Cropland,
Point_205,15.515277777777783,41.65972222222223,Cropland,
Point_206,13.726388888888891,41.6263888888889,Cropland,
Point_207,12.737500000000011,38.15416666666667,Cropland,
Point_208,16.54027777777779,40.42083333333335,Cropland,
Point_209,15.354166666666686,41.32916666666668,Cropland,
Point_210,15.759722222222223,40.03194444444446,Cropland,
Point_211,15.265277777777783,41.53472222222223,Cropland,
Point_212,15.548611111111114,41.72083333333333,Cropland,
Point_213,16.12361111111113,41.29027777777779,Cropland,
Point_214,13.618055555555571,41.604166666666686,Cropland,
Point_215,15.81805555555556,41.548611111111114,Cropland,
Point_216,12.734722222222217,38.10138888888889,Cropland,
Point_217,15.379166666666663,41.06805555555556,Cropland,
Point_218,13.293055555555554,38.01250000000002,Cropland,
Point_219,15.793055555555554,40.35972222222222,Cropland,
Point_220,16.468055555555566,39.1875,Cropland,
Point_221,16.0625,40.4986111111111,Cropland,
Point_222,16.22638888888889,38.62083333333334,Cropland,
Point_223,12.895833333333343,41.64861111111111,Cropland,
Point_224,15.043055555555554,41.587500000000006,Cropland,
Point_225,14.05694444444444,41.74583333333334,Cropland,
Point_226,13.737500000000011,41.40694444444446,Cropland,
Point_227,16.304166666666674,39.10972222222222,Cropland,
Point_228,16.34583333333333,39.29583333333335,Cropland,
Point_229,16.315277777777794,40.33472222222224,Cropland,
Point_230,16.270833333333343,39.90416666666667,Cropland,
Point_231,16.16527777777779,41.854166666666686,Cropland,
Point_232,14.684722222222234,38.08472222222224,Cropland,
Point_233,15.434722222222234,41.054166666666674,Cropland,
Point_234,16.45972222222224,39.74027777777778,Cropland,
Point_235,13.881944444444457,41.434722222222234,Cropland,
Point_236,17.376388888888897,40.64305555555555,Cropland,
Point_237,16.42638888888891,40.14305555555555,Cropland,
Point_238,15.95972222222224,38.537499999999994,Cropland,
Point_239,16.223611111111126,40.95416666666668,Cropland,
Point_240,14.290277777777789,41.28194444444446,Cropland,
Point_241,16.44861111111112,40.918055555555554,Cropland,
Point_242,16.82916666666668,39.25972222222222,Cropland,
Point_243,14.754166666666663,41.6263888888889,Cropland,
Point_244,15.320833333333354,40.8125,Cropland,
Point_245,16.06805555555556,40.706944444444446,Cropland,
Point_246,13.381944444444457,41.5013888888889,Cropland,
Point_247,14.543055555555554,41.331944444444446,Cropland,
Point_248,13.456944444444446,41.673611111111114,Cropland,
Point_249,13.540277777777789,41.412499999999994,Cropland,
